person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
-1.0837963179016739,-1.071923625217557,0.05988803617806571,-1.3594012624067282,0.04070246085401034,0,-0.6578562657361773,-0.9392184149533297,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.4397101726466214,-1.071923625217557,-0.9442047545590947,-0.6474646686719888,0.6018339437636374,1,3.743580019116071,-0.6927816523196643,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.7617532452741476,-0.007507599524606877,-0.1911351615062244,4.01967522358908,1.367308105420702,1,3.3689896970009867,-0.9392184149533297,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
-0.6007317089603845,-0.21886749013626602,0.8129576292309361,4.01967522358908,1.0559287854246078,1,3.5562848580585293,-0.4463448896859987,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
-1.0837963179016739,-1.0662111957415663,-0.6931815568748046,-1.1220890644951484,-1.2567113724630476,1,0.7468574421953914,-0.9392184149533297,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.2786886363328583,0.21337300688037025,0.8129576292309361,4.01967522358908,0.4558748875154686,1,2.6198090527708167,-0.6927816523196643,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
-0.6007317089603845,0.2487139039051666,0.05988803617806571,4.01967522358908,0.030971857104132035,1,2.526161472242045,-0.4463448896859987,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
-0.6007317089603845,0.3257174532415224,0.8129576292309361,4.01967522358908,-0.6858492858035421,1,2.3388663111845025,-0.9392184149533297,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.0837963179016739,-1.0643070525829026,0.3109112338623558,-1.2644763832420962,1.2083749108393622,1,-0.09597078256354984,-0.6927816523196643,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
-0.9227747815879107,0.3638003164147943,0.3109112338623558,4.01967522358908,-0.20904970205952372,1,2.245218730655731,-0.4463448896859987,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
-1.0837963179016739,-1.0643070525829026,-0.6931815568748046,-0.805672800613042,-0.7734247195524433,1,2.6198090527708167,-0.9392184149533297,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.7617532452741476,0.554214632281154,-0.6931815568748046,4.01967522358908,-1.0102027441328065,1,1.8706284085406464,-0.9392184149533297,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-0.2786886363328583,0.8047998719612832,-0.1911351615062244,4.01967522358908,2.3922650337411775,1,1.4023905058967903,-0.4463448896859987,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
-0.7617532452741476,0.9350432640138732,-0.6931815568748046,4.01967522358908,-1.0102027441328065,0,1.2150953448392476,-0.4463448896859987,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
-0.7617532452741476,8.265994424868717,0.5619344315466459,3.228634563883814,-0.11823073372732931,0,-1.0324465878512623,-0.6927816523196643,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.7617532452741476,1.030250421947053,-1.1952279522433849,4.01967522358908,-1.0102027441328065,0,1.121447764310476,-0.4463448896859987,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
-0.7617532452741476,0.49920393642736266,0.5619344315466459,4.01967522358908,2.995562466233609,1,1.4023905058967903,-0.4463448896859987,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
-0.7617532452741476,0.8969604008406012,0.8129576292309361,4.01967522358908,2.3468555495750802,1,1.308742925368019,-0.4463448896859987,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
-0.6007317089603845,-1.049073907313594,0.8129576292309361,-1.2407451634509383,-0.007950557895379446,1,-0.09597078256354984,-0.9392184149533297,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.4397101726466214,1.8395112643790812,-0.6931815568748046,4.01967522358908,-1.143187662047805,0,0.46591470060907764,-0.4463448896859987,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-0.4397101726466214,1.3539547589198642,1.0639808269152262,3.9880335972008694,1.8668124312477687,0,0.7468574421953914,-0.9392184149533297,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
-0.9227747815879107,-0.01702831531792486,-0.1911351615062244,3.8614670916480267,2.129538732494473,1,3.275342116472215,-0.4463448896859987,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
-0.6007317089603845,-1.0456464496279994,-1.1952279522433849,-1.2802971964362015,-1.208058353713658,0,-0.28326594362109225,-0.6927816523196643,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.9227747815879107,0.2685931584816145,-0.4421583591905145,3.853556685050974,1.143504219173509,1,2.3388663111845025,-0.4463448896859987,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
-0.6007317089603845,0.035259455818977485,0.8129576292309361,3.7032589597069734,0.5402067866810772,1,2.9943993748859015,-0.6927816523196643,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
-1.0837963179016739,-1.0452656209962667,-0.4421583591905145,-0.7938071907174631,2.181435285827155,1,2.3388663111845025,-0.6927816523196643,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
-0.7617532452741476,-1.0452656209962667,-1.1952279522433849,-1.2961180096303069,-0.549620833305251,0,-0.37691352414986357,-0.6927816523196643,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.6007317089603845,-0.01702831531792486,0.3109112338623558,3.624154893736447,-0.3323040162246439,1,3.0880469554146726,-0.6927816523196643,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
-1.0837963179016739,-1.0378585041090653,0.05988803617806571,-0.8847768665835687,0.5921033400137596,1,1.6833332474831038,-0.9392184149533297,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
-1.0837963179016739,-1.035364076571216,0.05988803617806571,-1.201193130465675,0.03421539168742461,1,-0.002323202034778505,-0.6927816523196643,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
-0.4397101726466214,1.030250421947053,-0.6931815568748046,3.5450508277659205,-1.425375170794265,0,0.934152603252934,-0.9392184149533297,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-0.2786886363328583,0.554214632281154,0.5619344315466459,3.39475310242192,1.0234934395916815,1,1.4960380864255616,-0.6927816523196643,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
-0.4397101726466214,4.571956697061342,-0.6931815568748046,2.3189378052227583,0.9197003329263167,0,-0.8451514267937199,-0.6927816523196643,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
-0.2786886363328583,4.457708107541526,1.3150040245995163,-0.2835859652075665,0.8029330879277816,0,-1.3133893294375762,-0.4463448896859987,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-1.0837963179016739,-1.0262241894096307,0.05988803617806571,-1.1220890644951484,-1.13670059288122,1,0.3722671200803063,-0.4463448896859987,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.9227747815879107,-0.3407326522907362,-0.9442047545590947,3.228634563883814,2.3922650337411775,1,4.305465502288699,-0.9392184149533297,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
-0.6007317089603845,-0.036069746904560815,0.8129576292309361,3.228634563883814,1.143504219173509,1,2.807104213828359,-0.6927816523196643,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
-0.4397101726466214,0.17338600054843473,-0.1911351615062244,3.228634563883814,1.905734846247281,1,2.1515711501269603,-0.4463448896859987,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
-0.7617532452741476,0.10674098999520888,-0.4421583591905145,3.228634563883814,-0.007950557895379446,1,2.3388663111845025,-0.4463448896859987,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
-0.2786886363328583,-0.07320053849850094,0.3109112338623558,3.228634563883814,2.262523650409471,1,2.245218730655731,-0.9392184149533297,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
-0.6007317089603845,-1.0262241894096307,-0.1911351615062244,-1.1220890644951484,0.5434503212643699,1,0.3722671200803063,-0.6927816523196643,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
-0.2786886363328583,4.457708107541526,1.3150040245995163,1.6465532444732824,-1.016689813299392,0,-0.9387990073224911,-0.4463448896859987,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.7617532452741476,4.457708107541526,-0.9442047545590947,2.3189378052227583,2.723105561237027,0,-0.8451514267937199,-0.9392184149533297,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
-0.2786886363328583,4.457708107541526,1.0639808269152262,0.06447192506275048,-0.20580616747623057,0,-1.3133893294375762,-0.4463448896859987,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.2786886363328583,4.457708107541526,-1.1952279522433849,2.437593904178548,1.3997434512536282,0,-0.8451514267937199,-0.6927816523196643,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
-0.4397101726466214,4.457708107541526,1.0639808269152262,1.330136980591176,1.7630193245824042,0,-1.0324465878512623,-0.6927816523196643,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
-0.2786886363328583,0.28173174627639336,0.8129576292309361,3.228634563883814,-1.143187662047805,1,1.8706284085406464,-0.6927816523196643,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-0.9227747815879107,0.007725545744701891,-0.1911351615062244,3.228634563883814,0.5434503212643699,1,1.9642759890694177,-0.6927816523196643,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
-0.2786886363328583,0.440499202845764,-1.1952279522433849,3.228634563883814,-1.425375170794265,1,1.5896856669543329,-0.6927816523196643,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.6007317089603845,0.2305102953083426,-0.1911351615062244,3.228634563883814,-0.007950557895379446,1,1.9642759890694177,-0.4463448896859987,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
-0.7617532452741476,0.2305102953083426,0.5619344315466459,3.228634563883814,2.4668663291569084,1,1.9642759890694177,-0.6927816523196643,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
-0.7617532452741476,0.4971665032475926,0.3109112338623558,3.228634563883814,1.367308105420702,1,1.4960380864255616,-0.6927816523196643,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
-0.7617532452741476,0.5922974954544259,0.5619344315466459,3.228634563883814,-0.11823073372732931,1,1.308742925368019,-0.9392184149533297,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
-0.4397101726466214,1.030250421947053,1.0639808269152262,3.228634563883814,-1.0102027441328065,0,0.7468574421953914,-0.4463448896859987,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
-0.2786886363328583,4.0768794758088065,-0.1911351615062244,0.06447192506275048,1.604086130001065,0,-1.2197417489088047,-0.6927816523196643,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
-0.2786886363328583,4.021735489933909,-1.1952279522433849,1.6465532444732824,0.1509826366859602,0,-0.9387990073224911,-0.6927816523196643,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
